Date,Details,Amount,Account,Currency,Debit/Credit,Month,Year,Category,Subcategory,is_manual
2025-12-09,SPOTIFY PREMIUM,-502.01,7712045M033,EUR,Debit,12,2025,Leisure,Streaming,False
2025-12-10,DOCTOR APPOINTMENT,-43.66,4829137M033,EUR,Debit,12,2025,Health,Doctor,False
2025-12-10,OFFICE SUPPLIES STORE,-647.13,4829137M033,EUR,Debit,12,2025,Education,School Supplies,False
2025-12-10,OFFICE SUPPLIES STORE,-260.19,6501882C033,EUR,Debit,12,2025,Education,School Supplies,False
2025-12-10,HEALTH INSURANCE REFUND,286.71,6501882C033,EUR,Credit,12,2025,Health,Insurance Refund,False
2025-12-10,FREELANCE PROJECT PAYMENT,1608.47,6501882C033,EUR,Credit,12,2025,Income,Freelance,False
2025-12-10,DOCTOR APPOINTMENT,-472.48,6501882C033,EUR,Debit,12,2025,Health,Doctor,False
2025-12-10,OFFICE SUPPLIES STORE,-406.31,6501882C033,EUR,Debit,12,2025,Education,School Supplies,False
2025-12-10,SPORT CLUB PAYMENT,-704.1,7712045M033,EUR,Debit,12,2025,Leisure,Sport,False
2025-12-10,COFFEE SHOP,-446.14,7712045M033,EUR,Debit,12,2025,Food,Coffee,False
2025-12-12,DOCTOR APPOINTMENT,-403.78,6501882C033,EUR,Debit,12,2025,Health,Doctor,False
2025-12-13,FREELANCE PROJECT PAYMENT,584.56,6501882C033,EUR,Credit,12,2025,Income,Freelance,False
2025-12-14,CITY PARKING,-61.14,4829137M033,EUR,Debit,12,2025,Transport,Parking,False
2025-12-14,LOCAL PHARMACY,-149.79,6501882C033,EUR,Debit,12,2025,Health,Pharmacy,False
2025-12-14,BOOKSTORE PURCHASE,-399.72,6501882C033,EUR,Debit,12,2025,Leisure,Books,False
2025-12-14,APARTMENT RENT,-623.01,7712045M033,EUR,Debit,12,2025,Housing,Rent,False
2025-12-14,OFFICE SUPPLIES STORE,-128.27,7712045M033,EUR,Debit,12,2025,Education,School Supplies,False
2025-12-15,ANNUAL BONUS PAYMENT,3033.72,4829137M033,EUR,Credit,12,2025,Income,Bonus,False
2025-12-15,DOCTOR APPOINTMENT,-563.62,4829137M033,EUR,Debit,12,2025,Health,Doctor,False
2025-12-15,BOOKSTORE PURCHASE,-370.14,7712045M033,EUR,Debit,12,2025,Leisure,Books,False
2025-12-16,SNCF TRAIN TICKET,-66.65,4829137M033,EUR,Debit,12,2025,Transport,Train,False
2025-12-16,ANNUAL BONUS PAYMENT,2551.12,6501882C033,EUR,Credit,12,2025,Income,Bonus,False
2025-12-16,HEALTH INSURANCE REFUND,4317.96,6501882C033,EUR,Credit,12,2025,Health,Insurance Refund,False
2025-12-16,EDF ELECTRICITY BILL,-506.12,7712045M033,EUR,Debit,12,2025,Housing,Electricity,False
2025-12-16,NETFLIX SUBSCRIPTION,-824.14,7712045M033,EUR,Debit,12,2025,Leisure,Streaming,False
2025-12-17,HOME DECOR SHOP,-569.0,4829137M033,EUR,Debit,12,2025,Shopping,Home Decor,False
2025-12-17,SPORT CLUB PAYMENT,-738.08,4829137M033,EUR,Debit,12,2025,Leisure,Sport,False
2025-12-17,SPORT CLUB PAYMENT,-130.58,4829137M033,EUR,Debit,12,2025,Leisure,Sport,False
2025-12-17,CONSULTING INCOME,2651.55,6501882C033,EUR,Credit,12,2025,Income,Salary,False
2025-12-17,TAX REFUND,3767.35,7712045M033,EUR,Credit,12,2025,Income,Tax Refund,False
2025-12-18,PUBLIC FINANCE PAYMENT,-393.71,6501882C033,EUR,Debit,12,2025,Financial,Taxes,False
2025-12-18,DOCTOR APPOINTMENT,-110.8,6501882C033,EUR,Debit,12,2025,Health,Doctor,False
2025-12-18,TAX REFUND,1112.51,7712045M033,EUR,Credit,12,2025,Income,Tax Refund,False
2025-12-19,ELECTRONICS STORE,-786.36,4829137M033,EUR,Debit,12,2025,Shopping,Electronics,False
2025-12-20,CAF FAMILY BENEFIT,3413.56,6501882C033,EUR,Credit,12,2025,Income,CAF,False
2025-12-20,CITY METRO PASS,-344.08,7712045M033,EUR,Debit,12,2025,Transport,Metro,False
2025-12-21,DOCTOR APPOINTMENT,-482.97,6501882C033,EUR,Debit,12,2025,Health,Doctor,False
2025-12-21,HOME DECOR SHOP,-820.74,7712045M033,EUR,Debit,12,2025,Shopping,Home Decor,False
2025-12-22,DOCTOR APPOINTMENT,-109.67,6501882C033,EUR,Debit,12,2025,Health,Doctor,False
2025-12-22,HIGHWAY TOLL,-698.97,6501882C033,EUR,Debit,12,2025,Transport,Toll,False
2025-12-22,BOOKSTORE PURCHASE,-98.51,7712045M033,EUR,Debit,12,2025,Leisure,Books,False
2025-12-22,BOOKSTORE PURCHASE,-227.72,7712045M033,EUR,Debit,12,2025,Leisure,Books,False
2025-12-23,OFFICE SUPPLIES STORE,-810.77,6501882C033,EUR,Debit,12,2025,Education,School Supplies,False
2025-12-23,DECATHLON PURCHASE,-449.01,6501882C033,EUR,Debit,12,2025,Shopping,Clothes,False
2025-12-23,WATER SUPPLY PAYMENT,-750.56,7712045M033,EUR,Debit,12,2025,Housing,Water,False
2025-12-23,COFFEE SHOP,-725.12,7712045M033,EUR,Debit,12,2025,Food,Coffee,False
2025-12-23,DOCTOR APPOINTMENT,-493.85,7712045M033,EUR,Debit,12,2025,Health,Doctor,False
2025-12-24,ELECTRONICS STORE,-88.8,7712045M033,EUR,Debit,12,2025,Shopping,Electronics,False
2025-12-24,HEALTH INSURANCE REFUND,2064.14,7712045M033,EUR,Credit,12,2025,Health,Insurance Refund,False
2025-12-25,SPORT CLUB PAYMENT,-80.75,4829137M033,EUR,Debit,12,2025,Leisure,Sport,False
2025-12-26,WATER SUPPLY PAYMENT,-585.67,4829137M033,EUR,Debit,12,2025,Housing,Water,False
2025-12-26,SPOTIFY PREMIUM,-329.79,6501882C033,EUR,Debit,12,2025,Leisure,Streaming,False
2025-12-27,HEALTH INSURANCE REFUND,1620.89,4829137M033,EUR,Credit,12,2025,Health,Insurance Refund,False
2025-12-27,MONTHLY BANK FEES,-665.7,6501882C033,EUR,Debit,12,2025,Financial,Bank Fees,False
2025-12-27,LOCAL PHARMACY,-835.34,6501882C033,EUR,Debit,12,2025,Health,Pharmacy,False
2025-12-28,HEALTH INSURANCE REFUND,3123.14,6501882C033,EUR,Credit,12,2025,Health,Insurance Refund,False
2026-01-01,BOOKSTORE PURCHASE,-60.23,4829137M033,EUR,Debit,1,2026,Leisure,Books,False
2026-01-01,HOME DECOR SHOP,-75.86,4829137M033,EUR,Debit,1,2026,Shopping,Home Decor,False
2026-01-01,EDF ELECTRICITY BILL,-689.08,4829137M033,EUR,Debit,1,2026,Housing,Electricity,False
2026-01-01,TOTAL ENERGIES FUEL,-829.06,6501882C033,EUR,Debit,1,2026,Transport,Fuel,False
2026-01-01,MONTHLY BANK FEES,-745.32,6501882C033,EUR,Debit,1,2026,Financial,Bank Fees,False
2026-01-01,HOME DECOR SHOP,-842.33,7712045M033,EUR,Debit,1,2026,Shopping,Home Decor,False
2026-01-02,DOCTOR APPOINTMENT,-425.41,7712045M033,EUR,Debit,1,2026,Health,Doctor,False
2026-01-02,OFFICE SUPPLIES STORE,-341.14,7712045M033,EUR,Debit,1,2026,Education,School Supplies,False
2026-01-02,NETFLIX SUBSCRIPTION,-293.63,7712045M033,EUR,Debit,1,2026,Leisure,Streaming,False
2026-01-02,TRANSFER TO SAVINGS ACCOUNT,-328.81,7712045M033,EUR,Debit,1,2026,Financial,Savings,False
2026-01-03,LOCAL BAKERY,-785.18,4829137M033,EUR,Debit,1,2026,Food,Bakery,False
2026-01-03,ONLINE TRAINING COURSE,-52.62,6501882C033,EUR,Debit,1,2026,Education,Training,False
2026-01-03,APARTMENT RENT,-98.87,6501882C033,EUR,Debit,1,2026,Housing,Rent,False
2026-01-04,DECATHLON PURCHASE,-521.28,4829137M033,EUR,Debit,1,2026,Shopping,Clothes,False
2026-01-04,OFFICE SUPPLIES STORE,-459.51,6501882C033,EUR,Debit,1,2026,Education,School Supplies,False
2026-01-04,AIRBNB RESERVATION,-269.65,6501882C033,EUR,Debit,1,2026,Leisure,Travel,False
2026-01-04,LOCAL BAKERY,-292.31,6501882C033,EUR,Debit,1,2026,Food,Bakery,False
2026-01-05,BOOKSTORE PURCHASE,-150.8,4829137M033,EUR,Debit,1,2026,Leisure,Books,False
2026-01-05,CLOTHING STORE,-744.85,6501882C033,EUR,Debit,1,2026,Shopping,Clothes,False
2026-01-05,ORANGE INTERNET SUBSCRIPTION,-430.76,6501882C033,EUR,Debit,1,2026,Housing,Internet,False
2026-01-05,DECATHLON PURCHASE,-841.47,6501882C033,EUR,Debit,1,2026,Shopping,Clothes,False
2026-01-05,INSTANT BANK TRANSFER,-175.41,7712045M033,EUR,Debit,1,2026,Financial,Transfer,False
2026-01-06,COFFEE SHOP,-237.54,4829137M033,EUR,Debit,1,2026,Food,Coffee,False
2026-01-06,PUBLIC FINANCE PAYMENT,-516.15,4829137M033,EUR,Debit,1,2026,Financial,Taxes,False
2026-01-06,INSTANT BANK TRANSFER,-173.41,4829137M033,EUR,Debit,1,2026,Financial,Transfer,False
2026-01-06,ANNUAL BONUS PAYMENT,2962.97,6501882C033,EUR,Credit,1,2026,Income,Bonus,False
2026-01-06,SPORT CLUB PAYMENT,-529.76,6501882C033,EUR,Debit,1,2026,Leisure,Sport,False
2026-01-07,PAYROLL TRANSFER,1925.26,7712045M033,EUR,Credit,1,2026,Income,Salary,False
2026-01-07,ONLINE TRAINING COURSE,-631.4,7712045M033,EUR,Debit,1,2026,Education,Training,False
2026-01-08,MONTHLY BANK FEES,-669.0,6501882C033,EUR,Debit,1,2026,Financial,Bank Fees,False
2026-01-08,LOCAL BAKERY,-455.66,7712045M033,EUR,Debit,1,2026,Food,Bakery,False
2026-01-08,MONTHLY SALARY,2259.86,7712045M033,EUR,Credit,1,2026,Income,Salary,False
2026-01-08,SNCF TRAIN TICKET,-501.56,7712045M033,EUR,Debit,1,2026,Transport,Train,False
2026-01-08,WATER SUPPLY PAYMENT,-33.38,7712045M033,EUR,Debit,1,2026,Housing,Water,False
2026-01-09,MONTHLY BANK FEES,-771.83,6501882C033,EUR,Debit,1,2026,Financial,Bank Fees,False
2026-01-09,BOOKSTORE PURCHASE,-35.7,6501882C033,EUR,Debit,1,2026,Leisure,Books,False
2026-01-09,OFFICE SUPPLIES STORE,-496.61,7712045M033,EUR,Debit,1,2026,Education,School Supplies,False
2026-01-09,HOME INSURANCE PAYMENT,-804.77,7712045M033,EUR,Debit,1,2026,Housing,Insurance,False
2026-01-09,BOOKSTORE PURCHASE,-449.24,7712045M033,EUR,Debit,1,2026,Leisure,Books,False
2026-01-09,CINEMA TICKET,-784.53,7712045M033,EUR,Debit,1,2026,Leisure,Cinema,False
2026-01-10,DOCTOR APPOINTMENT,-656.32,6501882C033,EUR,Debit,1,2026,Health,Doctor,False
2026-01-10,BOOKSTORE PURCHASE,-192.75,7712045M033,EUR,Debit,1,2026,Leisure,Books,False
2026-01-10,FREELANCE PROJECT PAYMENT,2667.67,7712045M033,EUR,Credit,1,2026,Income,Freelance,False
2026-01-11,OFFICE SUPPLIES STORE,-112.62,4829137M033,EUR,Debit,1,2026,Education,School Supplies,False
2026-01-11,PAYROLL TRANSFER,2579.56,6501882C033,EUR,Credit,1,2026,Income,Salary,False
2026-01-11,CONSULTING INCOME,991.08,6501882C033,EUR,Credit,1,2026,Income,Salary,False
2026-01-12,DOCTOR APPOINTMENT,-39.11,4829137M033,EUR,Debit,1,2026,Health,Doctor,False
2026-01-12,BOOKSTORE PURCHASE,-511.69,6501882C033,EUR,Debit,1,2026,Leisure,Books,False
2026-01-12,CITY PARKING,-309.51,6501882C033,EUR,Debit,1,2026,Transport,Parking,False
2026-01-12,OFFICE SUPPLIES STORE,-768.91,6501882C033,EUR,Debit,1,2026,Education,School Supplies,False
2026-01-13,TOTAL ENERGIES FUEL,-619.75,4829137M033,EUR,Debit,1,2026,Transport,Fuel,False
2026-01-13,PUBLIC FINANCE PAYMENT,-140.68,6501882C033,EUR,Debit,1,2026,Financial,Taxes,False
2026-01-13,OFFICE SUPPLIES STORE,-799.13,6501882C033,EUR,Debit,1,2026,Education,School Supplies,False
2026-01-13,AUCHAN SUPERMARKET,-365.1,7712045M033,EUR,Debit,1,2026,Food,Groceries,False
2026-01-13,APARTMENT RENT,-726.82,7712045M033,EUR,Debit,1,2026,Housing,Rent,False
2026-01-14,FREELANCE PROJECT PAYMENT,1540.69,6501882C033,EUR,Credit,1,2026,Income,Freelance,False
2026-01-14,HOME DECOR SHOP,-366.97,7712045M033,EUR,Debit,1,2026,Shopping,Home Decor,False
2026-01-14,BOOKSTORE PURCHASE,-48.74,7712045M033,EUR,Debit,1,2026,Leisure,Books,False
2026-01-14,SNCF TRAIN TICKET,-159.21,7712045M033,EUR,Debit,1,2026,Transport,Train,False
2026-01-15,ANNUAL BONUS PAYMENT,529.09,4829137M033,EUR,Credit,1,2026,Income,Bonus,False
2026-01-15,DOCTOR APPOINTMENT,-394.93,6501882C033,EUR,Debit,1,2026,Health,Doctor,False
2026-01-15,HEALTH INSURANCE REFUND,4292.16,6501882C033,EUR,Credit,1,2026,Health,Insurance Refund,False
2026-01-15,TOTAL ENERGIES FUEL,-50.99,7712045M033,EUR,Debit,1,2026,Transport,Fuel,False
2026-01-16,ITALIAN RESTAURANT,-566.48,4829137M033,EUR,Debit,1,2026,Food,Restaurant,False
2026-01-16,DECATHLON PURCHASE,-168.77,4829137M033,EUR,Debit,1,2026,Shopping,Clothes,False
2026-01-16,CAF FAMILY BENEFIT,4348.19,6501882C033,EUR,Credit,1,2026,Income,CAF,False
2026-01-16,LOCAL BAKERY,-222.83,6501882C033,EUR,Debit,1,2026,Food,Bakery,False
2026-01-16,CITY METRO PASS,-516.39,7712045M033,EUR,Debit,1,2026,Transport,Metro,False
2026-01-17,ONLINE TRAINING COURSE,-561.34,6501882C033,EUR,Debit,1,2026,Education,Training,False
2026-01-17,HOME INSURANCE PAYMENT,-110.73,7712045M033,EUR,Debit,1,2026,Housing,Insurance,False
2026-01-18,ELECTRONICS STORE,-686.87,6501882C033,EUR,Debit,1,2026,Shopping,Electronics,False
2026-01-18,HOME DECOR SHOP,-730.16,6501882C033,EUR,Debit,1,2026,Shopping,Home Decor,False
2026-01-18,AUCHAN SUPERMARKET,-226.08,6501882C033,EUR,Debit,1,2026,Food,Groceries,False
2026-01-18,INSTANT BANK TRANSFER,-526.85,7712045M033,EUR,Debit,1,2026,Financial,Transfer,False
2026-01-18,HOME REPAIR STORE,-67.69,7712045M033,EUR,Debit,1,2026,Housing,Home Repairs,False
2026-01-19,CINEMA TICKET,-790.97,6501882C033,EUR,Debit,1,2026,Leisure,Cinema,False
2026-01-19,MONTHLY RENT PAYMENT,-481.9,6501882C033,EUR,Debit,1,2026,Housing,Rent,False
2026-01-19,INSTANT BANK TRANSFER,-168.18,6501882C033,EUR,Debit,1,2026,Financial,Transfer,False
2026-01-19,BOOKSTORE PURCHASE,-708.05,7712045M033,EUR,Debit,1,2026,Leisure,Books,False
2026-01-20,PAYROLL TRANSFER,3446.92,4829137M033,EUR,Credit,1,2026,Income,Salary,False
2026-01-20,TOTAL ENERGIES FUEL,-617.74,6501882C033,EUR,Debit,1,2026,Transport,Fuel,False
2026-01-20,FREELANCE PROJECT PAYMENT,4277.09,7712045M033,EUR,Credit,1,2026,Income,Freelance,False
2026-01-20,ONLINE TRAINING COURSE,-373.95,7712045M033,EUR,Debit,1,2026,Education,Training,False
2026-01-20,LOCAL BAKERY,-269.06,7712045M033,EUR,Debit,1,2026,Food,Bakery,False
2026-01-21,ANNUAL BONUS PAYMENT,3443.62,6501882C033,EUR,Credit,1,2026,Income,Bonus,False
2026-01-21,OFFICE SUPPLIES STORE,-777.7,6501882C033,EUR,Debit,1,2026,Education,School Supplies,False
2026-01-22,SPORT CLUB PAYMENT,-291.58,4829137M033,EUR,Debit,1,2026,Leisure,Sport,False
2026-01-22,BURGER RESTAURANT,-573.97,6501882C033,EUR,Debit,1,2026,Food,Restaurant,False
2026-01-23,BOOKSTORE PURCHASE,-298.46,4829137M033,EUR,Debit,1,2026,Leisure,Books,False
2026-01-23,BOOKSTORE PURCHASE,-38.54,6501882C033,EUR,Debit,1,2026,Leisure,Books,False
2026-01-24,HIGHWAY TOLL,-580.6,7712045M033,EUR,Debit,1,2026,Transport,Toll,False
2026-01-25,DOCTOR APPOINTMENT,-208.88,6501882C033,EUR,Debit,1,2026,Health,Doctor,False
2026-01-25,TAX REFUND,282.02,7712045M033,EUR,Credit,1,2026,Income,Tax Refund,False
2026-01-25,CITY PARKING,-800.39,7712045M033,EUR,Debit,1,2026,Transport,Parking,False
2026-01-25,ONLINE TRAINING COURSE,-29.52,7712045M033,EUR,Debit,1,2026,Education,Training,False
2026-01-26,INSTANT BANK TRANSFER,-834.19,4829137M033,EUR,Debit,1,2026,Financial,Transfer,False
2026-01-26,SPOTIFY PREMIUM,-665.72,6501882C033,EUR,Debit,1,2026,Leisure,Streaming,False
2026-01-26,CINEMA TICKET,-421.04,7712045M033,EUR,Debit,1,2026,Leisure,Cinema,False
2026-01-26,TOTAL ENERGIES FUEL,-25.32,7712045M033,EUR,Debit,1,2026,Transport,Fuel,False
2026-01-27,SNCF TRAIN TICKET,-486.1,6501882C033,EUR,Debit,1,2026,Transport,Train,False
2026-01-27,TRANSFER TO SAVINGS ACCOUNT,-739.43,6501882C033,EUR,Debit,1,2026,Financial,Savings,False
2026-01-27,CINEMA TICKET,-175.99,7712045M033,EUR,Debit,1,2026,Leisure,Cinema,False
2026-01-27,PUBLIC FINANCE PAYMENT,-21.03,7712045M033,EUR,Debit,1,2026,Financial,Taxes,False
2026-01-28,BOOKSTORE PURCHASE,-392.18,4829137M033,EUR,Debit,1,2026,Leisure,Books,False
2026-01-28,SUSHI RESTAURANT,-150.8,6501882C033,EUR,Debit,1,2026,Food,Restaurant,False
2026-01-28,LOCAL PHARMACY,-60.56,7712045M033,EUR,Debit,1,2026,Health,Pharmacy,False
2026-01-28,SPORT CLUB PAYMENT,-260.0,7712045M033,EUR,Debit,1,2026,Leisure,Sport,False
2026-01-28,CITY PARKING,-763.3,7712045M033,EUR,Debit,1,2026,Transport,Parking,False
2026-02-01,TRANSFER TO SAVINGS ACCOUNT,-242.78,6501882C033,EUR,Debit,2,2026,Financial,Savings,False
2026-02-01,PUBLIC FINANCE PAYMENT,-585.08,7712045M033,EUR,Debit,2,2026,Financial,Taxes,False
2026-02-01,BOOKING HOTEL,-807.89,7712045M033,EUR,Debit,2,2026,Leisure,Travel,False
2026-02-02,NETFLIX SUBSCRIPTION,-845.03,4829137M033,EUR,Debit,2,2026,Leisure,Streaming,False
2026-02-02,ONLINE TRAINING COURSE,-509.84,4829137M033,EUR,Debit,2,2026,Education,Training,False
2026-02-02,DECATHLON PURCHASE,-799.19,6501882C033,EUR,Debit,2,2026,Shopping,Clothes,False
2026-02-02,ELECTRONICS STORE,-709.67,6501882C033,EUR,Debit,2,2026,Shopping,Electronics,False
2026-02-02,HOME INSURANCE PAYMENT,-283.39,6501882C033,EUR,Debit,2,2026,Housing,Insurance,False
2026-02-03,ORANGE INTERNET SUBSCRIPTION,-420.79,4829137M033,EUR,Debit,2,2026,Housing,Internet,False
2026-02-03,HOME INSURANCE PAYMENT,-5.71,7712045M033,EUR,Debit,2,2026,Housing,Insurance,False
2026-02-04,HOME DECOR SHOP,-606.05,4829137M033,EUR,Debit,2,2026,Shopping,Home Decor,False
2026-02-04,OFFICE SUPPLIES STORE,-803.22,4829137M033,EUR,Debit,2,2026,Education,School Supplies,False
2026-02-04,CINEMA TICKET,-244.22,4829137M033,EUR,Debit,2,2026,Leisure,Cinema,False
2026-02-04,SNCF TRAIN TICKET,-233.77,6501882C033,EUR,Debit,2,2026,Transport,Train,False
2026-02-06,SPORT CLUB PAYMENT,-274.41,4829137M033,EUR,Debit,2,2026,Leisure,Sport,False
2026-02-06,LOCAL PHARMACY,-374.76,4829137M033,EUR,Debit,2,2026,Health,Pharmacy,False
2026-02-06,ORANGE INTERNET SUBSCRIPTION,-644.08,6501882C033,EUR,Debit,2,2026,Housing,Internet,False
2026-02-07,APARTMENT RENT,-597.14,6501882C033,EUR,Debit,2,2026,Housing,Rent,False
2026-02-08,PUBLIC FINANCE PAYMENT,-366.82,6501882C033,EUR,Debit,2,2026,Financial,Taxes,False
2026-02-08,HEALTH INSURANCE REFUND,2858.07,7712045M033,EUR,Credit,2,2026,Health,Insurance Refund,False
2026-02-09,MONTHLY BANK FEES,-652.99,6501882C033,EUR,Debit,2,2026,Financial,Bank Fees,False
2026-02-09,BOOKSTORE PURCHASE,-741.1,6501882C033,EUR,Debit,2,2026,Leisure,Books,False
2026-02-09,HIGHWAY TOLL,-442.91,6501882C033,EUR,Debit,2,2026,Transport,Toll,False
2026-02-09,CITY METRO PASS,-788.91,6501882C033,EUR,Debit,2,2026,Transport,Metro,False
2026-02-09,ELECTRONICS STORE,-363.14,7712045M033,EUR,Debit,2,2026,Shopping,Electronics,False
2026-02-10,HOME DECOR SHOP,-463.27,7712045M033,EUR,Debit,2,2026,Shopping,Home Decor,False
2026-02-11,HOME REPAIR STORE,-619.08,4829137M033,EUR,Debit,2,2026,Housing,Home Repairs,False
2026-02-11,CITY METRO PASS,-774.32,6501882C033,EUR,Debit,2,2026,Transport,Metro,False
2026-02-11,HIGHWAY TOLL,-465.11,6501882C033,EUR,Debit,2,2026,Transport,Toll,False
2026-02-11,OFFICE SUPPLIES STORE,-601.67,7712045M033,EUR,Debit,2,2026,Education,School Supplies,False
2026-02-11,DECATHLON PURCHASE,-396.63,7712045M033,EUR,Debit,2,2026,Shopping,Clothes,False
2026-02-11,CLOTHING STORE,-224.58,7712045M033,EUR,Debit,2,2026,Shopping,Clothes,False
2026-02-11,FREELANCE PROJECT PAYMENT,3290.43,7712045M033,EUR,Credit,2,2026,Income,Freelance,False
2026-02-12,ONLINE TRAINING COURSE,-442.3,6501882C033,EUR,Debit,2,2026,Education,Training,False
2026-02-13,OFFICE SUPPLIES STORE,-244.61,4829137M033,EUR,Debit,2,2026,Education,School Supplies,False
2026-02-13,ONLINE TRAINING COURSE,-712.91,6501882C033,EUR,Debit,2,2026,Education,Training,False
2026-02-13,INTERMARCHE,-501.2,6501882C033,EUR,Debit,2,2026,Food,Groceries,False
2026-02-13,MONTHLY SALARY,659.09,7712045M033,EUR,Credit,2,2026,Income,Salary,False
2026-02-14,HOME REPAIR STORE,-807.58,4829137M033,EUR,Debit,2,2026,Housing,Home Repairs,False
2026-02-14,HIGHWAY TOLL,-667.7,6501882C033,EUR,Debit,2,2026,Transport,Toll,False
2026-02-14,OFFICE SUPPLIES STORE,-783.28,6501882C033,EUR,Debit,2,2026,Education,School Supplies,False
2026-02-14,ELECTRONICS STORE,-254.35,6501882C033,EUR,Debit,2,2026,Shopping,Electronics,False
2026-02-15,OFFICE SUPPLIES STORE,-258.92,6501882C033,EUR,Debit,2,2026,Education,School Supplies,False
2026-02-15,OFFICE SUPPLIES STORE,-143.77,6501882C033,EUR,Debit,2,2026,Education,School Supplies,False
2026-02-16,OFFICE SUPPLIES STORE,-326.9,6501882C033,EUR,Debit,2,2026,Education,School Supplies,False
2026-02-16,CAF FAMILY BENEFIT,2039.53,6501882C033,EUR,Credit,2,2026,Income,CAF,False
2026-02-16,MONTHLY RENT PAYMENT,-178.91,6501882C033,EUR,Debit,2,2026,Housing,Rent,False
2026-02-16,SUSHI RESTAURANT,-608.67,6501882C033,EUR,Debit,2,2026,Food,Restaurant,False
2026-02-16,FREELANCE PROJECT PAYMENT,847.55,6501882C033,EUR,Credit,2,2026,Income,Freelance,False
2026-02-16,SNCF TRAIN TICKET,-401.19,7712045M033,EUR,Debit,2,2026,Transport,Train,False
2026-02-17,CITY METRO PASS,-603.41,6501882C033,EUR,Debit,2,2026,Transport,Metro,False
2026-02-17,BOOKSTORE PURCHASE,-122.87,6501882C033,EUR,Debit,2,2026,Leisure,Books,False
2026-02-18,DECATHLON PURCHASE,-632.03,6501882C033,EUR,Debit,2,2026,Shopping,Clothes,False
2026-02-18,BOOKSTORE PURCHASE,-637.4,6501882C033,EUR,Debit,2,2026,Leisure,Books,False
2026-02-18,MONTHLY BANK FEES,-299.83,6501882C033,EUR,Debit,2,2026,Financial,Bank Fees,False
2026-02-19,ONLINE TRAINING COURSE,-761.57,4829137M033,EUR,Debit,2,2026,Education,Training,False
2026-02-19,CITY METRO PASS,-291.93,4829137M033,EUR,Debit,2,2026,Transport,Metro,False
2026-02-19,FREELANCE PROJECT PAYMENT,1304.18,4829137M033,EUR,Credit,2,2026,Income,Freelance,False
2026-02-19,TOTAL ENERGIES FUEL,-823.97,6501882C033,EUR,Debit,2,2026,Transport,Fuel,False
2026-02-19,ELECTRONICS STORE,-386.07,6501882C033,EUR,Debit,2,2026,Shopping,Electronics,False
2026-02-19,FREELANCE PROJECT PAYMENT,1873.66,7712045M033,EUR,Credit,2,2026,Income,Freelance,False
2026-02-20,CITY PARKING,-490.14,4829137M033,EUR,Debit,2,2026,Transport,Parking,False
2026-02-20,HEALTH INSURANCE REFUND,2375.04,6501882C033,EUR,Credit,2,2026,Health,Insurance Refund,False
2026-02-20,SUSHI RESTAURANT,-96.44,7712045M033,EUR,Debit,2,2026,Food,Restaurant,False
2026-02-21,APARTMENT RENT,-422.42,6501882C033,EUR,Debit,2,2026,Housing,Rent,False
2026-02-21,COFFEE SHOP,-114.63,7712045M033,EUR,Debit,2,2026,Food,Coffee,False
2026-02-21,CITY METRO PASS,-418.22,7712045M033,EUR,Debit,2,2026,Transport,Metro,False
2026-02-22,LOCAL PHARMACY,-786.06,4829137M033,EUR,Debit,2,2026,Health,Pharmacy,False
2026-02-22,BOOKSTORE PURCHASE,-715.69,7712045M033,EUR,Debit,2,2026,Leisure,Books,False
2026-02-22,LOCAL PHARMACY,-278.61,7712045M033,EUR,Debit,2,2026,Health,Pharmacy,False
2026-02-23,PUBLIC FINANCE PAYMENT,-644.74,4829137M033,EUR,Debit,2,2026,Financial,Taxes,False
2026-02-23,HOME DECOR SHOP,-412.4,6501882C033,EUR,Debit,2,2026,Shopping,Home Decor,False
2026-02-23,MONTHLY BANK FEES,-35.87,7712045M033,EUR,Debit,2,2026,Financial,Bank Fees,False
2026-02-24,BOOKING HOTEL,-38.52,4829137M033,EUR,Debit,2,2026,Leisure,Travel,False
2026-02-24,HOME DECOR SHOP,-114.12,6501882C033,EUR,Debit,2,2026,Shopping,Home Decor,False
2026-02-24,DOCTOR APPOINTMENT,-65.59,6501882C033,EUR,Debit,2,2026,Health,Doctor,False
2026-02-24,PUBLIC FINANCE PAYMENT,-795.96,6501882C033,EUR,Debit,2,2026,Financial,Taxes,False
2026-02-24,BOOKSTORE PURCHASE,-387.08,7712045M033,EUR,Debit,2,2026,Leisure,Books,False
2026-02-25,CLOTHING STORE,-775.66,6501882C033,EUR,Debit,2,2026,Shopping,Clothes,False
2026-02-25,LOCAL PHARMACY,-314.08,6501882C033,EUR,Debit,2,2026,Health,Pharmacy,False
2026-02-25,EDF ELECTRICITY BILL,-818.59,7712045M033,EUR,Debit,2,2026,Housing,Electricity,False
2026-02-25,WATER SUPPLY PAYMENT,-599.98,7712045M033,EUR,Debit,2,2026,Housing,Water,False
2026-02-26,LOCAL BAKERY,-823.27,4829137M033,EUR,Debit,2,2026,Food,Bakery,False
2026-02-26,TAX REFUND,2281.67,6501882C033,EUR,Credit,2,2026,Income,Tax Refund,False
2026-02-26,HOME REPAIR STORE,-284.57,6501882C033,EUR,Debit,2,2026,Housing,Home Repairs,False
2026-02-26,CAF FAMILY BENEFIT,4199.04,7712045M033,EUR,Credit,2,2026,Income,CAF,False
